,insert_date,name,avg_price,avg_reference_price,supermarket,reference_unit,subcategoria,category
8902,2021-03,Foie gras entero de pato Hacendado,6.27,62.7,mercadona-es,kg,embutidos,carniceria
8903,2021-03,Frambuesas,2.09,12.29,mercadona-es,kg,fruta,verduleria
8904,2021-03,Fresón,2.456538461538462,3.366923076923077,mercadona-es,kg,fruta,verduleria
8905,2021-03,Galantina con aceituna y pimiento Hacendado finas lonchas,1.3599999999999999,9.07,mercadona-es,kg,embutidos,carniceria
8906,2021-03,Galantina con pistacho y trufa Hacendado finas lonchas,1.54,10.27,mercadona-es,kg,embutidos,carniceria
8907,2021-03,Galantina de pavo con verduras Hacendado,2.1,10.5,mercadona-es,kg,embutidos,carniceria
8908,2021-03,Gallo mediano sin cabeza y sin flecos,3.81625,11.699999999999998,mercadona-es,kg,pescado,pescaderia
8909,2021-03,Gallo mediano sin limpiar,3.81625,11.699999999999998,mercadona-es,kg,pescado,pescaderia
8910,2021-03,Gallo pequeño sin cabeza y sin flecos,1.4127272727272726,8.718181818181819,mercadona-es,kg,pescado,pescaderia
8911,2021-03,Gallo pequeño sin limpiar,1.4127272727272726,8.718181818181819,mercadona-es,kg,pescado,pescaderia
8912,2021-03,Gamba arrocera Hacendado congelada,13.95,13.95,mercadona-es,kg,marisco,pescaderia
8913,2021-03,Gamba arrocera congelada,1381.05,13.95,mercadona-es,kg,marisco,pescaderia
8914,2021-03,Gamba blanca Hacendado congelada,19.45,19.45,mercadona-es,kg,marisco,pescaderia
8915,2021-03,Gamba blanca cocida Hacendado ultracongelada,5.3,15.14,mercadona-es,kg,marisco,pescaderia
8916,2021-03,Gamba blanca congelada,1925.55,19.45,mercadona-es,kg,marisco,pescaderia
8917,2021-03,Gamba pelada cruda tamaño grande Hacendado ultracongelada,5.65,15.69,mercadona-es,kg,marisco,pescaderia
8918,2021-03,Gamba pelada cruda tamaño mediano Hacendado ultracongelada,4.5,12.5,mercadona-es,kg,marisco,pescaderia
8919,2021-03,Gambón congelado,479.75,9.5,mercadona-es,kg,marisco,pescaderia
8920,2021-03,Garretas brazuelo de cordero,4.25,8.5,mercadona-es,kg,conejo_cordero,carniceria
8921,2021-03,Hierbabuena,1.15,16.43,mercadona-es,kg,vegetales,verduleria
8922,2021-03,Hueso blanco de cerdo salado,1.22,3.5,mercadona-es,kg,embutidos,carniceria
8923,2021-03,Hueso garrón Incarlopsa,0.87,2.99,mercadona-es,kg,embutidos,carniceria
8924,2021-03,Hueso vacuno,0.73,2.8999999999999995,mercadona-es,kg,embutidos,carniceria
8925,2021-03,Huevas cocidas de merluzas Embumar,2.15,10.75,mercadona-es,kg,pescado,pescaderia
8926,2021-03,Huevas de lumpo Hacendado,2.1,28.0,mercadona-es,kg,pescado,pescaderia
8927,2021-03,Hígados y corazones de pollo,1.44,3.2,mercadona-es,kg,aves,carniceria
8928,2021-03,Jamoncitos de pollo,3.62,3.94,mercadona-es,kg,aves,carniceria
8929,2021-03,Jamoncitos de pollo rural,4.38,5.15,mercadona-es,kg,aves,carniceria
8930,2021-03,Jamón Gran Selección Calderón,82.0,12.620000000000001,mercadona-es,kg,embutidos,carniceria
8931,2021-03,Jamón bellota ibérico 100% cortado a cuchillo,13.95,155.0,mercadona-es,kg,embutidos,carniceria
8932,2021-03,Jamón bellota ibérico cortado a cuchillo,11.25,125.0,mercadona-es,kg,embutidos,carniceria
8933,2021-03,Jamón cebo ibérico cortado a cuchillo,5.85,65.0,mercadona-es,kg,embutidos,carniceria
8934,2021-03,Jamón cebo ibérico cortado a máquina,5.52,46.0,mercadona-es,kg,embutidos,carniceria
8935,2021-03,Jamón cocido Noel lonchas,2.3,19.17,mercadona-es,kg,embutidos,carniceria
8936,2021-03,Jamón cocido bajo en sal Hacendado finas lonchas,2.05,9.11,mercadona-es,kg,embutidos,carniceria
8937,2021-03,Jamón cocido braseado Noel lonchas,1.9499999999999997,9.75,mercadona-es,kg,embutidos,carniceria
8938,2021-03,Jamón cocido extra Hacendado finas lonchas,2.445,8.07,mercadona-es,kg,embutidos,carniceria
8939,2021-03,Jamón cocido extra Hacendado lonchas,1.79,8.95,mercadona-es,kg,embutidos,carniceria
8940,2021-03,Jamón cocido extra Noel lonchas,1.99,9.95,mercadona-es,kg,embutidos,carniceria
8941,2021-03,Jamón cocido extra sándwich Hacendado lonchas,1.88,7.52,mercadona-es,kg,embutidos,carniceria
8942,2021-03,Jamón cocido jugoso Hacendado,1.6,7.11,mercadona-es,kg,embutidos,carniceria
8943,2021-03,Jamón cocido natural Hacendado lonchas,2.1,10.5,mercadona-es,kg,embutidos,carniceria
8944,2021-03,Jamón de Teruel El Ontanar lonchas,3.1000000000000005,25.83,mercadona-es,kg,embutidos,carniceria
8945,2021-03,Jamón de Trevélez Antonio Álvarez lonchas extra finas,2.8999999999999995,24.17,mercadona-es,kg,embutidos,carniceria
8946,2021-03,Jamón de bellota ibérico 100% Campo Extremadura,460.75,48.5,mercadona-es,kg,embutidos,carniceria
8947,2021-03,Jamón de bellota ibérico 50% raza ibérica Juan del Roble,199.0,26.53,mercadona-es,kg,embutidos,carniceria
8948,2021-03,Jamón de bellota ibérico La Hacienda del ibérico,351.0,39.0,mercadona-es,kg,embutidos,carniceria
8949,2021-03,Jamón de cebo ibérico La Hacienda del ibérico,125.0,15.150000000000002,mercadona-es,kg,embutidos,carniceria
8950,2021-03,Jamón de pato curado Martiko lonchas,2.8500000000000005,57.0,mercadona-es,kg,embutidos,carniceria
8951,2021-03,Jamón de pavo Hacendado,2.2,4.4,mercadona-es,kg,embutidos,carniceria
