,Unnamed: 0.1,Unnamed: 0,name,category,price,reference_price,reference_unit,insert_date,category_id
0,0.0,0.0,Rodaja de emperador,Marisco_y_pescado_Pescado_en_bandeja,8.18,20.45,kg,2023-01-19,33
1,1.0,1.0,Escalopines de salmón sin espinas,Marisco_y_pescado_Pescado_en_bandeja,9.58,23.95,kg,2023-01-19,33
2,2.0,2.0,Filetes lomo de merluza,Marisco_y_pescado_Pescado_en_bandeja,8.38,20.95,kg,2023-01-19,33
3,3.0,3.0,Rodajas de salmón,Marisco_y_pescado_Pescado_en_bandeja,7.7,19.25,kg,2023-01-19,33
4,4.0,4.0,Bacalao al punto de sal,Marisco_y_pescado_Pescado_en_bandeja,7.48,14.95,kg,2023-01-19,33
5,5.0,5.0,Filetes de lubina,Marisco_y_pescado_Pescado_en_bandeja,8.92,22.3,kg,2023-01-19,33
6,6.0,6.0,Langostino cocido Hacendado,Marisco_y_pescado_Marisco,6.9,11.5,kg,2023-01-19,33
7,7.0,7.0,Filetes de dorada,Marisco_y_pescado_Pescado_en_bandeja,8.4,22.1,kg,2023-01-19,33
8,8.0,8.0,Filete de salmón,Marisco_y_pescado_Pescado_en_bandeja,8.98,22.45,kg,2023-01-19,33
9,9.0,9.0,Arreglo para paella de marisco,Marisco_y_pescado_Marisco,5.96,9.93,kg,2023-01-19,33
10,10.0,10.0,Mejillón vivo y limpio,Marisco_y_pescado_Marisco,2.95,3.934,kg,2023-01-19,33
11,11.0,11.0,Plancha de salmón,Marisco_y_pescado_Pescado_en_bandeja,20.31,22.95,kg,2023-01-19,33
12,12.0,12.0,Rodajas de atún de aleta amarilla,Marisco_y_pescado_Pescado_en_bandeja,5.42,22.95,kg,2023-01-19,33
13,13.0,13.0,Tajadas de bacalao Hacendado desaladas,Marisco_y_pescado_Pescado_en_bandeja,4.95,20.625,kg,2023-01-19,33
14,14.0,14.0,Migas de bacalao saladas Hacendado,Marisco_y_pescado_Pescado_en_bandeja,5.19,20.76,kg,2023-01-19,33
15,15.0,15.0,Hoja de bacalao Hacendado,Marisco_y_pescado_Pescado_en_bandeja,13.36,16.7,kg,2023-01-19,33
16,16.0,16.0,Trozos de bacalao salado Hacendado,Marisco_y_pescado_Pescado_en_bandeja,4.35,10.875,kg,2023-01-19,33
17,17.0,17.0,Patas de pulpo cocido,Marisco_y_pescado_Pescado_en_bandeja,10.5,42.0,kg,2023-01-19,33
18,18.0,18.0,Elaborado de merluza y gambón Hacendado,Marisco_y_pescado_Pescado_en_bandeja,3.5,14.584,kg,2023-01-19,33
19,19.0,19.0,Merluza rebozada Hacendado,Marisco_y_pescado_Pescado_en_bandeja,3.75,16.305,kg,2023-01-19,33
20,20.0,20.0,Calamar pequeño limpio patagónico Hacendado,Marisco_y_pescado_Pescado_en_bandeja,4.95,16.5,kg,2023-01-19,33
21,21.0,21.0,Filetes de trucha,Marisco_y_pescado_Pescado_en_bandeja,3.6,15.95,kg,2023-01-19,33
22,22.0,22.0,Anguriñas de surimi Pescanova,Marisco_y_pescado_Pescado_en_bandeja,2.11,8.44,kg,2023-01-19,33
23,23.0,23.0,Anguriñas de surimi Pescanova,Marisco_y_pescado_Pescado_en_bandeja,4.1,8.2,kg,2023-01-19,33
24,24.0,24.0,Bacalao estilo pil pil,Marisco_y_pescado_Pescado_en_bandeja,3.75,16.305,kg,2023-01-19,33
25,25.0,25.0,Salmón al curry Hacendado,Marisco_y_pescado_Pescado_en_bandeja,5.5,16.924,kg,2023-01-19,33
26,26.0,26.0,Anguriñas de surimi al ajillo Pescanova,Marisco_y_pescado_Pescado_en_bandeja,2.24,8.96,kg,2023-01-19,33
27,27.0,27.0,Salmón al curry con arroz,Marisco_y_pescado_Pescado_en_bandeja,3.5,12.728,kg,2023-01-19,33
28,28.0,28.0,Caracoles en caldo Helifrusa,Marisco_y_pescado_Pescado_en_bandeja,3.1,11.482,kg,2023-01-19,33
29,29.0,29.0,Salpicón de marisco Hacendado,Marisco_y_pescado_Pescado_en_bandeja,3.95,13.167,kg,2023-01-19,33
30,30.0,30.0,Filetes de merluza sin piel Hacendado ultracongelados,Congelados_Pescado,6.35,6.547,kg,2023-01-19,34
31,31.0,31.0,Filetes de panga ultracongelados,Congelados_Pescado,5.15,5.723,kg,2023-01-19,34
32,32.0,32.0,Filetes de merluza sin piel Hacendado ultracongelados,Congelados_Pescado,4.2,7.242,kg,2023-01-19,34
33,33.0,33.0,Rodaja de emperador Hacendado ultracongelado,Congelados_Pescado,3.18,17.667,kg,2023-01-19,34
34,34.0,34.0,Filetes de bacalao sin espinas Hacendado congelado,Congelados_Pescado,5.25,14.0,kg,2023-01-19,34
35,35.0,35.0,Medallones de merluza Hacendado ultracongelados,Congelados_Pescado,3.5,7.217,kg,2023-01-19,34
36,36.0,36.0,Filete de salmón rosado salvaje con piel Hacendado ultracongelado,Congelados_Pescado,3.18,11.158,kg,2023-01-19,34
37,37.0,37.0,Rodajas de merluza Hacendado ultracongeladas,Congelados_Pescado,4.2,7.242,kg,2023-01-19,34
38,38.0,38.0,Rodajas de emperador pequeñas Hacendado congeladas,Congelados_Pescado,10.95,12.167,kg,2023-01-19,34
39,39.0,39.0,Lomos y centros de merluza del cabo Hacendado ultracongelados,Congelados_Pescado,3.85,9.625,kg,2023-01-19,34
40,40.0,40.0,Anguriñas de surimi Pescanova ultracongeladas,Congelados_Pescado,2.3,8.847,kg,2023-01-19,34
41,41.0,41.0,Fritura de pescado Hacendado ultracongelada,Congelados_Pescado,5.45,9.084,kg,2023-01-19,34
42,42.0,42.0,Porciones de bacalao sin espinas y sin piel Hacendado congelado,Congelados_Pescado,7.4,12.334,kg,2023-01-19,34
43,43.0,43.0,Rodaja de tintorera sin piel Hacendado ultracongelada,Congelados_Pescado,2.68,5.95,kg,2023-01-19,34
44,44.0,44.0,Porciones de merluza Hacendado ultracongeladas,Congelados_Pescado,4.1,8.2,kg,2023-01-19,34
45,45.0,45.0,Pescadilla de merluza sin cabeza Mascato ultracongelada,Congelados_Pescado,4.6,4.6,kg,2023-01-19,34
46,46.0,46.0,Cola de rape Hacendado ultracongelada,Congelados_Pescado,7.98,15.95,kg,2023-01-19,34
47,47.0,47.0,Lomo de bacalao sin espinas Hacendado congelado,Congelados_Pescado,6.35,16.283,kg,2023-01-19,34
48,48.0,48.0,Filetes de abadejo sin piel Hacendado ultracongelados,Congelados_Pescado,9.3,10.942,kg,2023-01-19,34
49,49.0,49.0,Filetes de merluza grandes sin piel Hacendado ultracongelados,Congelados_Pescado,8.95,9.227,kg,2023-01-19,34
50,50.0,50.0,Filete de fletán negro Hacendado congelado,Congelados_Pescado,3.1,15.5,kg,2023-01-19,34
51,51.0,51.0,Merluza sin cabeza Hacendado ultracongelada,Congelados_Pescado,4.55,6.5,kg,2023-01-19,34
52,52.0,52.0,Lomos de salmón sin piel y sin espinas Hacendado congelado,Congelados_Pescado,6.35,25.4,kg,2023-01-19,34
53,53.0,53.0,Migas de bacalao sin espinas y sin piel Hacendado congeladas,Congelados_Pescado,3.85,12.834,kg,2023-01-19,34
54,54.0,54.0,Migas de bacalao dorado con cebolla y patatas paja Hacendado congelado,Congelados_Pescado,2.5,10.417,kg,2023-01-19,34
55,55.0,55.0,Gallos sin cabeza Hacendado ultracongelado,Congelados_Pescado,6.25,10.417,kg,2023-01-19,34
56,56.0,56.0,Rodajas de atún Hacendado congelado,Congelados_Pescado,4.24,16.95,kg,2023-01-19,34
57,57.0,57.0,Colas de rape Hacendado ultracongeladas,Congelados_Pescado,8.95,11.188,kg,2023-01-19,34
58,58.0,58.0,Carne de Vieira Hacendado ultracongelada,Congelados_Pescado,9.9,46.479,kg,2023-01-19,34
59,59.0,59.0,Filetes de bacaladilla Hacendado ultracongelado,Congelados_Pescado,3.5,7.0,kg,2023-01-19,34
60,60.0,60.0,Aritos de surimi a la romana Pescanova ultracongelados,Congelados_Rebozados,2.45,3.92,kg,2023-01-19,34
61,61.0,61.0,Merluza empanada pan fino Hacendado ultracongelada,Congelados_Rebozados,4.2,8.236,kg,2023-01-19,34
62,62.0,62.0,Filetes de merluza al huevo Hacendado ultracongelados,Congelados_Rebozados,4.45,7.417,kg,2023-01-19,34
63,63.0,63.0,Varitas de merluza empanadas Hacendado ultracongeladas,Congelados_Rebozados,3.5,7.0,kg,2023-01-19,34
64,64.0,64.0,Empanadillas de atún Hacendado ultracongeladas,Congelados_Rebozados,1.8,3.6,kg,2023-01-19,34
65,65.0,65.0,Palitos de merluza a la romana Hacendado ultracongelados,Congelados_Rebozados,2.75,5.5,kg,2023-01-19,34
66,66.0,66.0,Figuritas de merluza empanadas Hacendado ultracongeladas,Congelados_Rebozados,3.6,7.2,kg,2023-01-19,34
67,67.0,67.0,Langostino caballitos rebozados Hacendado ultracongelados,Congelados_Rebozados,3.35,11.167,kg,2023-01-19,34
68,68.0,68.0,Filetes de boquerón en tempura Hacendado ultracongelado,Congelados_Rebozados,3.5,8.75,kg,2023-01-19,34
69,69.0,69.0,Tortillitas de camarones Crabss ultracongeladas,Congelados_Rebozados,2.75,9.167,kg,2023-01-19,34
70,70.0,70.0,Rabas empanadas Hacendado ultracongeladas,Congelados_Rebozados,3.75,7.5,kg,2023-01-19,34
71,71.0,71.0,Anillas de pota a la romana Hacendado ultracongeladas,Congelados_Rebozados,4.3,8.6,kg,2023-01-19,34
72,72.0,72.0,Caprichos de merluza Hacendado ultracongelados,Congelados_Pescado,2.7,7.715,kg,2023-01-19,34
73,73.0,73.0,Tubo de pota congelado,Congelados_Pescado,1.21,12.1,kg,2023-01-19,34
74,74.0,74.0,Sepia limpia congelada,Congelados_Pescado,5.98,14.95,kg,2023-01-19,34
75,75.0,75.0,Sepia limpia troceada Hacendado congelada,Congelados_Pescado,4.05,11.25,kg,2023-01-19,34
76,76.0,76.0,Calamar limpio troceado Hacendado congelado,Congelados_Pescado,5.1,10.737,kg,2023-01-19,34
77,77.0,77.0,Rodaja de potón cocido Hacendado congelado,Congelados_Pescado,5.65,11.895,kg,2023-01-19,34
78,78.0,78.0,Sepia limpia pequeña Hacendado congelada,Congelados_Pescado,4.0,11.112,kg,2023-01-19,34
79,79.0,79.0,Tiras de potón Hacendado congeladas,Congelados_Pescado,4.35,10.875,kg,2023-01-19,34
80,80.0,80.0,Tinta de sepia Nortindal congelada,Congelados_Pescado,2.05,6.407,100 g,2023-01-19,34
81,81.0,81.0,Anillas de pota Hacendado congeladas,Congelados_Pescado,4.95,13.75,kg,2023-01-19,34
82,82.0,82.0,Pulpo crudo Hacendado congelado,Congelados_Pescado,17.95,17.95,kg,2023-01-19,34
83,83.0,83.0,Chipirón puntilla Hacendado congelado,Congelados_Pescado,4.5,10.0,kg,2023-01-19,34
84,84.0,84.0,Calamar patagónico pequeño Hacendado ultracongelado,Congelados_Pescado,9.7,9.7,kg,2023-01-19,34
85,85.0,85.0,Filetes de anchoa en aceite de girasol Hacendado,Marisco_y_pescado_Salazones_y_ahumados,2.1,24.138,kg,2023-01-19,36
86,86.0,86.0,Filetes de anchoa en aceite de oliva Hacendado,Marisco_y_pescado_Salazones_y_ahumados,1.3,44.828,kg,2023-01-19,36
87,87.0,87.0,Filetes de anchoa en aceite de oliva Hacendado,Marisco_y_pescado_Salazones_y_ahumados,2.95,33.909,kg,2023-01-19,36
88,88.0,88.0,Filetes de sardina anchoada Hacendado en aceite de girasol,Marisco_y_pescado_Salazones_y_ahumados,1.6,26.667,kg,2023-01-19,36
89,89.0,89.0,Migas de bacalao desaladas Hacendado,Marisco_y_pescado_Salazones_y_ahumados,6.0,20.0,kg,2023-01-19,36
90,90.0,90.0,Filetes de sardina marinada Hacendado en aceite de oliva virgen extra,Marisco_y_pescado_Salazones_y_ahumados,1.7,34.0,kg,2023-01-19,36
91,91.0,91.0,Sucedáneo de caviar negro Ubago Caviartic,Marisco_y_pescado_Salazones_y_ahumados,1.85,24.667,kg,2023-01-19,36
92,92.0,92.0,Palitos salados de bacalao Ubago,Marisco_y_pescado_Salazones_y_ahumados,4.43,18.85,kg,2023-01-19,36
93,93.0,93.0,Filetes de anchoa en aceite de oliva Hacendado,Marisco_y_pescado_Salazones_y_ahumados,6.55,59.546,kg,2023-01-19,36
94,94.0,94.0,Anchoas del cantábrico Consorcio en aceite de oliva,Marisco_y_pescado_Salazones_y_ahumados,3.65,73.0,kg,2023-01-19,36
95,95.0,95.0,Huevas de lumpo Hacendado,Marisco_y_pescado_Salazones_y_ahumados,2.25,30.0,kg,2023-01-19,36
96,96.0,96.0,Mojama de atún superior en taco Hacendado seca salada,Marisco_y_pescado_Salazones_y_ahumados,8.2,41.0,kg,2023-01-19,36
97,97.0,97.0,Salmón ahumado Hacendado,Marisco_y_pescado_Salazones_y_ahumados,4.0,40.0,kg,2023-01-19,36
98,98.0,98.0,Salmón ahumado Hacendado,Marisco_y_pescado_Salazones_y_ahumados,14.44,38.0,kg,2023-01-19,36
99,99.0,99.0,Bacalao ahumado Hacendado en aceite de girasol,Marisco_y_pescado_Salazones_y_ahumados,3.1,38.75,kg,2023-01-19,36
100,100.0,100.0,Salmón marinado Hacendado,Marisco_y_pescado_Salazones_y_ahumados,3.5,43.75,kg,2023-01-19,36
101,101.0,101.0,Filetes de sardina ahumada Hacendado en aceite de girasol,Marisco_y_pescado_Salazones_y_ahumados,2.25,34.616,kg,2023-01-19,36
102,102.0,102.0,Taquitos de salmón ahumado Hacendado,Marisco_y_pescado_Salazones_y_ahumados,3.8,38.0,kg,2023-01-19,36
103,103.0,103.0,Costillas de cerdo carnosas a tacos,Carne_Cerdo,3.97,7.49,kg,2023-01-19,37
104,104.0,104.0,Filetes lomo de cerdo,Carne_Cerdo,2.52,6.3,kg,2023-01-19,37
105,105.0,105.0,Filetes lomo de cerdo familiar,Carne_Cerdo,5.58,6.2,kg,2023-01-19,37
106,106.0,106.0,Carrillada de cerdo,Carne_Cerdo,5.48,10.95,kg,2023-01-19,37
107,107.0,107.0,Costilla de cerdo ibérico adobada,Carne_Cerdo,3.99,6.65,kg,2023-01-19,37
108,108.0,108.0,Chuletas de cerdo sajonia,Carne_Cerdo,2.68,9.25,kg,2023-01-19,37
109,109.0,109.0,Costilla de cerdo churrasco,Carne_Cerdo,5.04,6.3,kg,2023-01-19,37
110,110.0,110.0,Panceta,Carne_Cerdo,3.25,6.49,kg,2023-01-19,37
111,111.0,111.0,Manos de cerdo,Carne_Arreglos,2.6,5.2,kg,2023-01-19,37
112,112.0,112.0,Cerdo a tacos,Carne_Cerdo,3.07,5.49,kg,2023-01-19,37
113,113.0,113.0,Lomo de cerdo adobado,Carne_Cerdo,3.27,6.95,kg,2023-01-19,37
114,114.0,114.0,San Jacobos de cerdo sin gluten,Carne_Cerdo,2.25,5.625,kg,2023-01-19,37
115,115.0,115.0,Filetes lomo de cerdo cabeza,Carne_Cerdo,3.25,5.9,kg,2023-01-19,37
116,116.0,116.0,Flautas de bacón y queso,Carne_Cerdo,1.95,7.066,kg,2023-01-19,37
117,117.0,117.0,Secreto de cerdo,Carne_Cerdo,2.4,5.99,kg,2023-01-19,37
118,118.0,118.0,Media careta de cerdo sin oreja,Carne_Cerdo,2.34,5.56,kg,2023-01-19,37
119,119.0,119.0,Manteca de cerdo Mont-Palau para cocinar,Carne_Cerdo,2.05,5.125,kg,2023-01-19,37
120,120.0,120.0,Fiambre de magro de cerdo adobado,Carne_Cerdo,2.68,7.244,kg,2023-01-19,37
121,121.0,121.0,Filetes de cerdo magro jamón,Carne_Cerdo,3.17,6.1,kg,2023-01-19,37
122,122.0,122.0,Codillo de cerdo,Carne_Cerdo,2.5,5.2,kg,2023-01-19,37
123,123.0,123.0,Filetes hígado de cerdo,Carne_Cerdo,2.41,5.35,kg,2023-01-19,37
124,124.0,124.0,Filetes lomo al ajillo,Carne_Cerdo,3.63,7.25,kg,2023-01-19,37
125,125.0,125.0,Filetes de cerdo empanados sin gluten,Carne_Cerdo,3.26,7.25,kg,2023-01-19,37
126,126.0,126.0,Pinchos de cerdo con varilla,Carne_Cerdo,3.6,11.91,kg,2023-01-19,37
127,127.0,127.0,Libritos lomo de cerdo,Carne_Cerdo,3.3,7.34,kg,2023-01-19,37
128,128.0,128.0,Presa de cerdo ibérico,Carne_Cerdo,6.82,28.4,kg,2023-01-19,37
129,129.0,129.0,Lomo de cerdo ibérico adobado,Carne_Cerdo,4.82,21.9,kg,2023-01-19,37
130,130.0,130.0,Secreto de cerdo ibérico,Carne_Cerdo,5.93,23.7,kg,2023-01-19,37
131,131.0,131.0,Sesos de cerdo,Carne_Cerdo,2.95,22.693,kg,2023-01-19,37
132,132.0,132.0,Medallones preparado de solomillo cerdo provenzal,Carne_Cerdo,3.88,9.7,kg,2023-01-19,37
133,133.0,133.0,Pinchos de cerdo sin varilla,Carne_Cerdo,4.34,8.5,kg,2023-01-19,37
134,134.0,134.0,Chuletas lomo de cerdo,Carne_Cerdo,2.35,4.9,kg,2023-01-19,37
135,135.0,135.0,Chuletas aguja de cerdo,Carne_Cerdo,3.24,4.99,kg,2023-01-19,37
136,136.0,136.0,Lomo de cerdo ibérico,Carne_Cerdo,6.26,21.95,kg,2023-01-19,37
137,137.0,137.0,Cuarto de cochinillo de lechal asado Hacendado,Carne_Cerdo,29.4,21.0,kg,2023-01-19,37
138,138.0,138.0,Solomillo de cerdo marinado con romero,Carne_Cerdo,7.21,10.3,kg,2023-01-19,37
139,139.0,139.0,Solomillo de cerdo marinado con setas,Carne_Cerdo,7.21,10.3,kg,2023-01-19,37
140,140.0,140.0,Solomillo de cerdo,Carne_Cerdo,3.5,6.99,kg,2023-01-19,37
141,141.0,141.0,Lagarto de cerdo,Carne_Cerdo,3.75,7.49,kg,2023-01-19,37
142,142.0,142.0,Oreja de cerdo,Carne_Cerdo,3.63,6.99,kg,2023-01-19,37
143,143.0,143.0,Costilla de cerdo a tiras,Carne_Cerdo,5.72,7.15,kg,2023-01-19,37
144,144.0,144.0,Lomo de cerdo adobado familiar,Carne_Cerdo,6.17,6.85,kg,2023-01-19,37
145,145.0,145.0,Fiambre de magreta de cerdo adobada,Carne_Cerdo,2.59,7.4,kg,2023-01-19,37
146,146.0,146.0,Codillo de cerdo semicocido al estilo Alemán,Carne_Cerdo,5.49,4.99,kg,2023-01-19,37
147,147.0,147.0,Panceta adobada torrezno,Carne_Cerdo,3.67,10.5,kg,2023-01-19,37
148,148.0,148.0,Filetes lomo de cerdo extra tiernos,Carne_Cerdo,3.26,7.08,kg,2023-01-19,37
149,149.0,149.0,Libritos de cerdo rellenos de pimiento verde y jamón curado empanados sin gluten,Carne_Cerdo,3.45,9.07,kg,2023-01-19,37
150,150.0,150.0,Lomo de cerdo trozo,Carne_Cerdo,3.56,4.45,kg,2023-01-19,37
151,151.0,151.0,Pieza magro cabeza de cerdo,Carne_Cerdo,5.99,4.99,kg,2023-01-19,37
152,152.0,152.0,Filetes pechuga de pavo,Carne_Aves_y_pollo,5.24,8.74,kg,2023-01-19,38
153,153.0,153.0,Filetes pechuga de pavo Procavi corte fino,Carne_Aves_y_pollo,5.81,10.19,kg,2023-01-19,38
154,154.0,154.0,Chuletas de pavo contramuslo,Carne_Aves_y_pollo,5.72,7.53,kg,2023-01-19,38
155,155.0,155.0,Tacos de pavo,Carne_Aves_y_pollo,4.74,7.9,kg,2023-01-19,38
156,156.0,156.0,Solomillo de pavo,Carne_Aves_y_pollo,4.92,8.2,kg,2023-01-19,38
157,157.0,157.0,Chuletas de pavo al ajillo,Carne_Aves_y_pollo,4.26,7.1,kg,2023-01-19,38
158,158.0,158.0,Brochetas de pavo,Carne_Aves_y_pollo,4.35,8.7,kg,2023-01-19,38
159,159.0,159.0,Pechugas de pavo pimentón,Carne_Aves_y_pollo,5.02,8.65,kg,2023-01-19,38
160,160.0,160.0,Tacos de pavo al ajillo,Carne_Aves_y_pollo,3.81,6.35,kg,2023-01-19,38
161,161.0,161.0,Filetes de pavo contramuslo Procavi,Carne_Aves_y_pollo,4.1,8.2,kg,2023-01-19,38
162,162.0,162.0,Codornices abiertas,Carne_Aves_y_pollo,3.87,12.9,kg,2023-01-19,38
163,163.0,163.0,Foie gras de pato fresco Martiko,Carne_Aves_y_pollo,7.95,58.889,kg,2023-01-19,38
164,164.0,164.0,Codornices,Carne_Aves_y_pollo,4.16,11.9,kg,2023-01-19,38
165,165.0,165.0,Magret de pato,Carne_Aves_y_pollo,9.5,25.0,kg,2023-01-19,38
166,166.0,166.0,Medallones solomillo de pavo Procavi,Carne_Aves_y_pollo,3.38,11.28,kg,2023-01-19,38
167,167.0,167.0,Filetes pechuga de pollo corte fino,Carne_Aves_y_pollo,4.39,8.78,kg,2023-01-19,38
168,168.0,168.0,Filetes pechuga de pollo,Carne_Aves_y_pollo,5.1,7.85,kg,2023-01-19,38
169,169.0,169.0,Contramuslos de pollo deshuesados y sin piel,Carne_Aves_y_pollo,4.04,7.35,kg,2023-01-19,38
170,170.0,170.0,Solomillos de pollo,Carne_Aves_y_pollo,5.04,8.4,kg,2023-01-19,38
171,171.0,171.0,Pechugas enteras de pollo,Carne_Aves_y_pollo,6.95,5.79,kg,2023-01-19,38
172,172.0,172.0,Cuartos traseros familiar de pollo,Carne_Aves_y_pollo,5.12,3.2,kg,2023-01-19,38
173,173.0,173.0,Cuartos traseros de pollo,Carne_Aves_y_pollo,2.88,3.6,kg,2023-01-19,38
174,174.0,174.0,Muslos de pollo deshuesados con piel,Carne_Aves_y_pollo,2.83,5.65,kg,2023-01-19,38
175,175.0,175.0,Pechugas enteras de pollo,Carne_Aves_y_pollo,3.58,7.15,kg,2023-01-19,38
176,176.0,176.0,Medio pollo troceado,Carne_Aves_y_pollo,3.86,4.29,kg,2023-01-19,38
177,177.0,177.0,Brochetas de pollo,Carne_Aves_y_pollo,3.05,8.841,kg,2023-01-19,38
178,178.0,178.0,Jamoncitos de pollo,Carne_Aves_y_pollo,4.13,4.49,kg,2023-01-19,38
179,179.0,179.0,Alas partidas de pollo,Carne_Aves_y_pollo,3.91,5.59,kg,2023-01-19,38
180,180.0,180.0,Carcasa y espinazo de pollo,Carne_Aves_y_pollo,1.5,1.5,kg,2023-01-19,38
181,181.0,181.0,Pechugas de pollo marinadas empanadas sin gluten,Carne_Aves_y_pollo,2.72,7.55,kg,2023-01-19,38
182,182.0,182.0,Filetes pechuga de pollo certificado alimentado con un 50% de maíz,Carne_Aves_y_pollo,4.59,9.17,kg,2023-01-19,38
183,183.0,183.0,Flautas de pollo y queso,Carne_Aves_y_pollo,1.95,7.143,kg,2023-01-19,38
184,184.0,184.0,Pollo entero,Carne_Aves_y_pollo,6.17,3.25,kg,2023-01-19,38
185,185.0,185.0,Hígados y corazones de pollo,Carne_Aves_y_pollo,1.73,3.85,kg,2023-01-19,38
186,186.0,186.0,Cuartos traseros de pollo certificado alimentado con un 50% de maíz,Carne_Aves_y_pollo,4.41,4.9,kg,2023-01-19,38
187,187.0,187.0,Nuggets de pollo sin gluten,Carne_Aves_y_pollo,2.5,8.013,kg,2023-01-19,38
188,188.0,188.0,Filetes de vacuno 1º B añojo para plancha o guisar,Carne_Vacuno,6.0,11.99,kg,2023-01-19,40
189,189.0,189.0,Tacos de vacuno añojo para guisar,Carne_Vacuno,6.59,10.99,kg,2023-01-19,40
190,190.0,190.0,Lomo de vacuno añojo para plancha,Carne_Vacuno,8.75,17.5,kg,2023-01-19,40
191,191.0,191.0,Filetes de vacuno al ajillo,Carne_Vacuno,6.21,13.79,kg,2023-01-19,40
192,192.0,192.0,Solomillo de vacuno añojo para plancha,Carne_Vacuno,10.77,35.9,kg,2023-01-19,40
193,193.0,193.0,Carpaccio de vacuno,Carne_Vacuno,3.25,29.546,kg,2023-01-19,40
194,194.0,194.0,Filetes de vacuno añojo para plancha,Carne_Vacuno,7.0,13.99,kg,2023-01-19,40
195,195.0,195.0,Entrecot de vacuno añojo fino para barbacoa o plancha,Carne_Vacuno,10.45,20.9,kg,2023-01-19,40
196,196.0,196.0,Entrecot de vacuno añojo grueso para barbacoa o plancha,Carne_Vacuno,12.54,20.9,kg,2023-01-19,40
197,197.0,197.0,Churrasco de vacuno añojo para barbacoa o plancha,Carne_Vacuno,5.45,10.9,kg,2023-01-19,40
198,198.0,198.0,Entrecot de ternera blanca para plancha,Carne_Vacuno,13.2,26.4,kg,2023-01-19,40
199,199.0,199.0,Filetes hígado de vacuno añojo,Carne_Vacuno,4.92,8.2,kg,2023-01-19,40
200,200.0,200.0,Filetes de vacuno añojo para empanar,Carne_Vacuno,6.9,13.8,kg,2023-01-19,40
201,201.0,201.0,Filetes de ternera blanca para plancha,Carne_Vacuno,8.91,19.8,kg,2023-01-19,40
202,202.0,202.0,Entrecot de vacuno angus para barbacoa o plancha,Carne_Vacuno,11.22,34.0,kg,2023-01-19,40
203,203.0,203.0,Rellenito de vacuno con pasas y piñones,Carne_Vacuno,11.95,11.95,kg,2023-01-19,40
204,204.0,204.0,Chuletón de vacuno añojo para barbacoa o plancha,Carne_Vacuno,9.9,18.0,kg,2023-01-19,40
205,205.0,205.0,Callos de vacuno,Carne_Vacuno,5.17,9.4,kg,2023-01-19,40
206,206.0,206.0,Morro de vacuno,Carne_Vacuno,3.6,8.0,kg,2023-01-19,40
207,207.0,207.0,Patas de vacuno,Carne_Vacuno,3.6,7.5,kg,2023-01-19,40
208,208.0,208.0,Medio conejo troceado,Carne_Conejo_y_cordero,5.37,8.95,kg,2023-01-19,42
209,209.0,209.0,Conejo entero,Carne_Conejo_y_cordero,9.95,7.65,kg,2023-01-19,42
210,210.0,210.0,Medio conejo a cuartos,Carne_Conejo_y_cordero,5.36,8.65,kg,2023-01-19,42
211,211.0,211.0,Conejo entero troceado,Carne_Conejo_y_cordero,11.64,8.95,kg,2023-01-19,42
212,212.0,212.0,Chuletas de cordero palo y riñonada,Carne_Conejo_y_cordero,15.72,24.95,kg,2023-01-19,42
213,213.0,213.0,Chuletas de cordero mixtas,Carne_Conejo_y_cordero,9.72,16.2,kg,2023-01-19,42
214,214.0,214.0,Chuletas de cordero lechal,Carne_Conejo_y_cordero,16.96,32.0,kg,2023-01-19,42
215,215.0,215.0,Chuletas de cordero pierna,Carne_Conejo_y_cordero,11.81,17.9,kg,2023-01-19,42
216,216.0,216.0,Chuletas de cordero paletilla,Carne_Conejo_y_cordero,10.56,17.9,kg,2023-01-19,42
217,217.0,217.0,Filetes hígado de cordero,Carne_Conejo_y_cordero,2.16,10.8,kg,2023-01-19,42
218,218.0,218.0,Garretas brazuelo de cordero,Carne_Conejo_y_cordero,5.48,10.95,kg,2023-01-19,42
219,219.0,219.0,Cuello de cordero,Carne_Conejo_y_cordero,4.93,10.95,kg,2023-01-19,42
220,220.0,220.0,Zarajos de cordero,Carne_Conejo_y_cordero,6.45,17.917,kg,2023-01-19,42
221,221.0,221.0,Longaniza magro fresca,Carne_Embutido,3.41,5.99,kg,2023-01-19,43
222,222.0,222.0,Longaniza fresca sin tripa,Carne_Embutido,2.98,5.322,kg,2023-01-19,43
223,223.0,223.0,Longaniza fresca de pollo,Carne_Embutido,3.84,6.99,kg,2023-01-19,43
224,224.0,224.0,Longaniza fresca,Carne_Embutido,4.52,5.65,kg,2023-01-19,43
225,225.0,225.0,Morcilla de cebolla oreada,Carne_Embutido,1.58,5.65,kg,2023-01-19,43
226,226.0,226.0,Chorizo oreado,Carne_Embutido,2.38,6.62,kg,2023-01-19,43
227,227.0,227.0,Chistorra,Carne_Embutido,1.47,6.682,kg,2023-01-19,43
228,228.0,228.0,Longaniza roja fresca,Carne_Embutido,1.84,6.8,kg,2023-01-19,43
229,229.0,229.0,Longaniza fresca estilo criollo,Carne_Embutido,2.83,7.44,kg,2023-01-19,43
230,230.0,230.0,Butifarra fresca,Carne_Embutido,3.39,5.3,kg,2023-01-19,43
