,name,category,price,reference_price,reference_unit,insert_date,subcategoria
39,DIA SNACK MANIAC tiras de maíz bolsa 150 gr ,snacks,0.85,5.67,Kg,2023-01-30,aperitivos
40,MAHOU cerveza clásica botella 1 lt,alcoholicas,1.79,1.79,l,2023-01-30,cervezas
41,LA ESPAÑOLA aceite de oliva suave botella 1 lt,despensa,7.34,7.34,l,2023-01-30,aceites
42,DIA TEMPTATION chocolate negro tableta 100 gr,snacks,0.65,6.5,Kg,2023-01-30,bombones
43,DIA GALLETECA chocoaros de chocolate negro paquete 150 gr,desayunos,0.79,5.27,Kg,2023-01-30,bolleria
44,DIA lejía con detergente botella 2 lt,cuidado_higiene_hogar,1.17,0.59,l,2023-01-30,hogar
45,DIA VEGECAMPO champiñones laminados lata 185 gr,despensa,0.99,5.35,Kg,2023-01-30,conservas
46,NESTLE chocolate con almendras tableta 123 gr,snacks,1.59,12.93,Kg,2023-01-30,bombones
47,MAHOU cerveza clásica pack 12 latas 33 cl,alcoholicas,8.39,2.12,l,2023-01-30,cervezas
48,NESCAFE café descafeinado caja 10 sobres,desayunos,1.49,74.5,Kg,2023-01-30,cafe
49,NESCAFE café soluble descafeinado frasco 100 gr,desayunos,4.19,41.9,Kg,2023-01-30,cafe
50,NESCAFE café soluble natural frasco 100 gr,desayunos,3.99,39.9,Kg,2023-01-30,cafe
51,LA VACA QUE RIE queso fundido light 16 porciones caja 250 gr,huevos_lacteos_derivados,2.88,11.52,Kg,2023-01-30,quesos
52,GALLINA BLANCA sopa de pollo con maravilla sobre 85 gr,precocinados,0.75,8.82,Kg,2023-01-30,precocinados
53,CELTA leche entera envase 1.5 lt,huevos_lacteos_derivados,1.63,1.09,l,2023-01-30,leche
54,"CELTA leche desnatada envase 1,5 lt",huevos_lacteos_derivados,1.63,1.05,l,2023-01-30,leche
55,LA CASERA gaseosa botella 1.5 lt,bebidas,1.19,0.79,l,2023-01-30,refrescos
56,COCA-COLA light botella 2 lt,bebidas,2.19,1.1,l,2023-01-30,refrescos
57,COCA-COLA sin cafeína botella 2 lt,bebidas,2.39,1.2,l,2023-01-30,refrescos
58,DIA SUEÑOS piña en su jugo pack 3 latas 417 gr,despensa,2.7,6.47,Kg,2023-01-30,conservas
59,PATO gel limpiador wc 3 en 1 océano botella 750 ml,cuidado_higiene_hogar,2.79,3.72,l,2023-01-30,bano
60,LUENGO lentenja pardina paquete 500 gr,despensa,1.78,3.56,Kg,2023-01-30,legumbres
61,CACAOLAT batido de chocolate botella 1 lt,huevos_lacteos_derivados,2.4,2.4,l,2023-01-30,leche
62,LAUKI leche desnatada envase 1 lt,huevos_lacteos_derivados,1.12,1.12,l,2023-01-30,leche
63,BABYSMILE toallitas bebé emulsión leche paquete 2 envase 72 ud,bebe,3.05,3.05,ud,2023-01-30,higiene
64,DIA SNACK MANIAC palomitas con sal caja 270 gr,snacks,1.29,4.78,Kg,2023-01-30,aperitivos
65,BONDUELLE maíz dulce pack 3 latas 420 gr ,despensa,3.19,7.6,Kg,2023-01-30,conservas
66,DIA VITAL bebida de soja envase 1 lt,huevos_lacteos_derivados,1.05,1.05,l,2023-01-30,leche
67,DIA cacao en polvo bolsa 400 gr,desayunos,1.7,4.25,Kg,2023-01-30,cacao
68,SANTA ANA patatas fritas cartucho bolsa 270 gr,snacks,3.19,11.81,Kg,2023-01-30,aperitivos
69,DANONE ACTIVIA bífidus natural 0% M.G pack 4 unidades 120 gr,huevos_lacteos_derivados,2.85,5.94,Kg,2023-01-30,yogures
70,DIA TEMPTATION chocolate negro para postres tableta 200 gr,snacks,1.25,6.25,Kg,2023-01-30,bombones
71,TAMPAX Compak tampón super caja 20 uds,cuidado_higiene_personal,4.53,0.23,ud,2023-01-30,intimo
72,TAMPAX Compak tampón regular caja 22 uds,cuidado_higiene_personal,4.53,0.21,ud,2023-01-30,intimo
73,GRAND ASTORIA cava brut nature botella 75 cl,alcoholicas,3.99,5.32,l,2023-01-30,destilados_licores
74,GRAND ASTORIA cava semiseco botella 75 cl,alcoholicas,2.49,3.32,l,2023-01-30,destilados_licores
75,DIA CAPRICHOSO flan de huevo pack 4 unidades 100 gr,huevos_lacteos_derivados,1.39,3.47,Kg,2023-01-30,postres
76,DIA MARI MARINERA palitos de surimi ultracongelados MSC envase 450 gr,congelados,1.99,4.42,Kg,2023-01-30,pescaderia_cong
77,Barra de pan panadera 275 gr,pan,0.76,2.76,Kg,2023-01-30,pan
78,WILLIAM LAWSONS whisky botella 70 cl,alcoholicas,9.99,14.27,l,2023-01-30,destilados_licores
79,DIA AL DIANTE estrellas paquete 500 gr,despensa,0.85,1.7,Kg,2023-01-30,pastas
80,NESTLE cereales fitness chocolate paquete 375 gr,desayunos,3.09,8.24,Kg,2023-01-30,cereales
81,SELECCIÓN DE DIA jamoncitos de pollo familiar bandeja (peso aprox. 1.3 Kg),carniceria,6.1,4.69,Kg,2023-01-30,aves
82,AMBI PUR ambientador eléctrico aroma aire fresco recambio 1 ud,cuidado_higiene_hogar,4.79,4.79,ud,2023-01-30,ambientadores_insecticidas
83,NESTLE helado maxibon nata caja 4 uds 384 gr,congelados,5.19,12.72,Kg,2023-01-30,helados
84,DIA MARI MARINERA filetes de bacalao MSC envase 400 gr,congelados,5.59,13.98,Kg,2023-01-30,pescaderia_cong
85,DIA SALSEO ketchup bote 560 gr,despensa,1.19,2.12,Kg,2023-01-30,salsas
86,VIÑA TABORA vino tinto de la tierra de extremadura caja 3 lt,alcoholicas,4.95,1.65,l,2023-01-30,vinos_tintos
87,DIA SUEÑOS rodajas de piña en su jugo lata 490 gr,despensa,2.25,4.59,Kg,2023-01-30,conservas
88,DIA GALLETECA jaffa cake de naranja caja 300 gr,desayunos,1.59,5.3,Kg,2023-01-30,galletas
89,COLACAO batido cacao energy pack 3 botellas 200 ml,huevos_lacteos_derivados,2.25,3.75,l,2023-01-30,leche
90,NESTEA refresco de té al limón lata 33 cl,bebidas,0.99,3.0,l,2023-01-30,refrescos
91,DIA LACTEA yogur sabor fresa pack 4 unidades 125 gr,huevos_lacteos_derivados,0.79,1.58,Kg,2023-01-30,yogures
92,DIA VEGECAMPO guindillas en vinagre frasco 120 gr,snacks,1.25,10.42,Kg,2023-01-30,aperitivos
93,"ULTIMA alimento para perros mini bolsa 1,5 kg",mascotas,7.45,4.97,Kg,2023-01-30,perros
94,AQUARIUS bebida refrescante de limón lata 33 cl,bebidas,0.89,2.7,l,2023-01-30,isotonicas_energeticas
95,PEPSI Max zero botella 1.75 lt,bebidas,1.79,1.02,l,2023-01-30,refrescos
96,PEPSI Max zero lata 33 cl,bebidas,0.79,2.39,l,2023-01-30,refrescos
97,DIA MARI MARINERA anillas de calamar a la romana bolsa 400 gr,congelados,3.69,9.23,Kg,2023-01-30,pescaderia_cong
98,GALLINA BLANCA sopa de ternera con estrellitas sobre 74 gr,precocinados,0.75,10.14,Kg,2023-01-30,precocinados
99,DIA RAMBLERS cerveza lager botella 1 lt,alcoholicas,1.05,1.05,l,2023-01-30,cervezas
100,PHILADELPHIA queso para untar finas hierbas tarrina 150 gr ,huevos_lacteos_derivados,2.49,16.6,Kg,2023-01-30,quesos
101,ROYAL preparado para pastel fresco sabor limón caja 103 gr,huevos_lacteos_derivados,1.65,16.02,Kg,2023-01-30,postres
102,EL MOLINO DE DIA pan tostado normal paquete 270 gr,pan,1.05,3.89,Kg,2023-01-30,pan_tostado
103,EL MOLINO DE DIA pan tostado integral paquete 270 gr,pan,1.39,5.15,Kg,2023-01-30,pan_tostado
104,DIA HOLA COLA refresco de cola lata 33 cl,bebidas,0.39,1.18,l,2023-01-30,refrescos
105,AMSTEL cerveza lata 33 cl,alcoholicas,0.79,2.39,l,2023-01-30,cervezas
106,EL MOLINO DE DIA picos de pan bolsa 250 gr,pan,0.65,2.6,Kg,2023-01-30,pan
107,DIA GALLETECA bizcochos con huevo paquete 400 gr,desayunos,1.49,3.73,Kg,2023-01-30,bolleria
108,DIA VEGECAMPO tomate entero pelado lata 480 gr,despensa,1.25,2.6,Kg,2023-01-30,salsas
109,MAHOU 5 ESTRELLAS cerveza pack 12 botellas 25 cl,alcoholicas,8.19,2.73,l,2023-01-30,cervezas
110,DIA yogur desnatado 0% con frutas pack 8 unidades 125 gr,huevos_lacteos_derivados,2.25,2.25,Kg,2023-01-30,yogures
111,Patata unidad (600 gr aprox.),verduleria,1.03,1.72,Kg,2023-01-30,vegetales
112,ASTURIANA nata azucarada spray 250 ml,huevos_lacteos_derivados,2.79,11.16,l,2023-01-30,leche
113,ASTURIANA leche semidesnatada botella 1.5 lt,huevos_lacteos_derivados,1.78,1.19,l,2023-01-30,leche
114,VILEDA palo rojo universal 1 ud ,cuidado_higiene_hogar,4.65,4.65,ud,2023-01-30,limpieza
115,DIA MARI MARINERA sardinillas en escabeche lata 62 gr,despensa,0.89,14.35,Kg,2023-01-30,conservas
116,DIA MARI MARINERA sardinillas en tomate lata 62 gr,despensa,0.89,14.35,Kg,2023-01-30,conservas
117,DIA ARROZONA arroz largo de 1ª categoría paquete 1 Kg,despensa,1.49,1.49,Kg,2023-01-30,arroz
118,BONTE compresa clásica de noche sin alas bolsa 10 ud,cuidado_higiene_personal,1.79,0.18,ud,2023-01-30,intimo
119,DIA sangría botella 1.5 lt,alcoholicas,1.69,1.13,l,2023-01-30,sangrias
120,DIA LACTEA leche condensada bote 1 Kg,huevos_lacteos_derivados,3.99,3.99,Kg,2023-01-30,leche
121,CACIQUE ron añejo botella 70 cl,alcoholicas,13.49,19.27,l,2023-01-30,destilados_licores
122,DIA CAFETERÍA café molido 100% Colombia paquete 250 gr,desayunos,3.55,14.2,Kg,2023-01-30,cafe
123,DIA MARI MARINERA sardinas en aceite de girasol lata 85 gr,despensa,0.85,10.0,Kg,2023-01-30,conservas
124,DIA MARI MARINERA sardinas en tomate lata 85 gr,despensa,0.89,10.47,Kg,2023-01-30,conservas
125,DIA estropajo salvauñas fibra verde paquete 4 uds,cuidado_higiene_hogar,1.05,0.26,ud,2023-01-30,limpieza
126,DIA estropajo salvauñas fibra blanca para baño paquete 2 uds,cuidado_higiene_hogar,1.09,0.55,ud,2023-01-30,limpieza
127,MAHOU 5 ESTRELLAS cerveza pack 12 latas 33 cl,alcoholicas,9.99,2.52,l,2023-01-30,cervezas
128,CARRETILLA espárrago blanco extra 7/12 lata 150 gr,despensa,2.85,19.0,Kg,2023-01-30,conservas
129,MAHOU MIXTA cerveza con limón lata 33 cl,bebidas,0.79,2.39,l,2023-01-30,refrescos
130,DIA AL DIANTE fideúa paquete 500 gr,despensa,0.85,1.7,Kg,2023-01-30,pastas
131,DIA ICEBERG caramelos sabor mentol y limón bolsa 300 gr,snacks,2.25,7.5,Kg,2023-01-30,golosinas
132,SELECCIÓN DE DIA pollo limpio entero unidad (peso aprox. 2.15 Kg),carniceria,7.2,3.35,Kg,2023-01-30,aves
133,PRESIDENT crema de queso camembert tarrina 125 gr ,huevos_lacteos_derivados,1.91,15.28,Kg,2023-01-30,quesos
134,ROYAL preparado para flan contiene caramelo líquido caja 233 gr ,huevos_lacteos_derivados,2.4,10.32,Kg,2023-01-30,postres
135,DANONE DANACOL yogur líquido fresa pack 6 unidades 100 g,huevos_lacteos_derivados,4.75,7.92,Kg,2023-01-30,yogures
136,DIA AL PUNTO albóndigas lata 415 gr ,despensa,1.75,4.17,Kg,2023-01-30,conservas
137,"LIPOSAN protector labial cuidado clásico envase 1 ud 
",cuidado_higiene_personal,2.79,2.79,ud,2023-01-30,facial
138,"UBAGO filetes de caballa del sur en aceite de girasol lata 65 gr
",despensa,1.39,21.38,Kg,2023-01-30,conservas
139,YBARRA mayonesa frasco 400 ml,despensa,2.25,5.63,l,2023-01-30,salsas
140,"DANONE DANONINO maxi petit fresa y plátano pack 4 unidades 100 gr
",huevos_lacteos_derivados,2.21,5.52,Kg,2023-01-30,yogures
141,BONTE compresa de noche ultra con alas bolsa 10 ud,cuidado_higiene_personal,1.56,0.16,ud,2023-01-30,intimo
142,NESQUIK chocolate con leche tableta 100 gr,snacks,1.39,13.9,Kg,2023-01-30,bombones
143,BAILEYS licor de crema whisky original botella 70 cl,alcoholicas,14.49,20.7,l,2023-01-30,destilados_licores
144,COLGATE pasta dentífrica triple acción con flúor tubo 75 ml,cuidado_higiene_personal,1.99,26.53,l,2023-01-30,bucal
145,COCA-COLA clásica botella 1.25 lt,bebidas,1.59,1.27,l,2023-01-30,refrescos
146,Patata roja malla 2 kg,verduleria,2.68,1.34,Kg,2023-01-30,vegetales
147,PEPSI clásica lata 33 cl,bebidas,0.79,2.39,l,2023-01-30,refrescos
148,PEPSI clásica botella 1.75 lt,bebidas,1.79,1.02,l,2023-01-30,refrescos
149,DIA MARI MARINERA sardinas en aceite de oliva lata 85 gr,despensa,0.89,10.47,Kg,2023-01-30,conservas
150,KINDER Happy hippo snack 5 unidades caja 104 gr,snacks,2.69,25.87,Kg,2023-01-30,bombones
151,MAHOU MIXTA cerveza con limón pack 6 botellas 25 cl ,bebidas,3.69,2.46,l,2023-01-30,refrescos
152,DIA HOLA COLA refresco de cola botella 2 lt,bebidas,0.99,0.5,l,2023-01-30,refrescos
153,VELARTE barritas de pan artesanas con pipas bolsa 80 gr ,pan,1.09,13.63,Kg,2023-01-30,pan
154,DIA GRANDIA cereales copos de arroz y trigo integral con frutos rojos paquete 300 gr,desayunos,1.69,5.63,Kg,2023-01-30,cereales
155,DIA VEGECAMPO alcachofa troceada bolsa 400 gr,congelados,2.59,6.48,Kg,2023-01-30,vegetales_cong
156,MAHOU cerveza sin alcohol pack 6 botellas 25 cl,alcoholicas,2.89,1.93,l,2023-01-30,cervezas
157,DIA GALLETECA galletas digestive con chocolate paquete 300 gr,desayunos,1.29,4.3,Kg,2023-01-30,galletas
158,SUGUS caramelos masticables multifrutas bolsa 150 gr,snacks,2.65,17.67,Kg,2023-01-30,golosinas
159,DIA fusilli 3 quesos con finas hierbas sobre 145 gr,despensa,1.29,8.9,Kg,2023-01-30,pastas
160,DIA GRANDIA copos de arroz y trigo integral con chocolate paquete 300 gr,desayunos,1.69,5.63,Kg,2023-01-30,cereales
161,DIA VEGECAMPO tomate frito frasco 550 gr,despensa,1.19,2.16,Kg,2023-01-30,salsas
162,DIA VEGECAMPO tomate troceado lata 390 gr,despensa,0.99,2.54,Kg,2023-01-30,salsas
163,DIA HOLA COLA refresco de cola sin cafeína botella 2 lt,bebidas,0.99,0.5,l,2023-01-30,refrescos
164,ARTIACH barquillo relleno de nata paquete 210 gr,desayunos,2.59,12.33,Kg,2023-01-30,galletas
165,SELECCIÓN DE DIA solomillo de cerdo (peso aprox. 800 gr),carniceria,5.99,7.49,Kg,2023-01-30,cerdo
166,Copa chocolate con nata 200 gr,huevos_lacteos_derivados,0.55,2.75,Kg,2023-01-30,postres
167,DIA TEMPTATION chocolate negro sin azúcares añadidos tableta 100 gr,snacks,1.19,11.9,Kg,2023-01-30,bombones
168,Judía verde malla 500 gr,verduleria,2.18,4.36,Kg,2023-01-30,vegetales
169,Zanahoria bolsa 1 Kg,verduleria,0.87,0.87,Kg,2023-01-30,vegetales
170,Cogollos bandeja 3 uds,verduleria,1.0,0.33,ud,2023-01-30,vegetales
171,Naranjas de mesa malla 2 Kg,verduleria,2.89,1.45,Kg,2023-01-30,fruta
172,Plátano de Canarias bolsa (1.3 Kg aprox.),verduleria,2.72,2.09,Kg,2023-01-30,fruta
173,RUFFLES patatas fritas onduladas original bolsa 160 gr,snacks,1.99,12.44,Kg,2023-01-30,aperitivos
174,RUFFLES patatas fritas onduladas sabor a jamón bolsa 150 gr,snacks,2.19,14.6,Kg,2023-01-30,aperitivos
175,DORITOS tex-mex bolsa 140 gr ,snacks,2.19,15.64,Kg,2023-01-30,aperitivos
176,CHEETOS drakis pandilla bolsa 75 gr,snacks,1.99,26.53,Kg,2023-01-30,aperitivos
177,FRITOS sabor barbacoa bolsa 146 gr,snacks,1.99,13.63,Kg,2023-01-30,aperitivos
178,LAY'S bocabits bolsa 84 gr,snacks,1.99,23.69,Kg,2023-01-30,aperitivos
179,LAY'S patatas fritas al punto de sal bolsa 160 gr,snacks,1.99,12.44,Kg,2023-01-30,aperitivos
180,DIA MARI MARINERA melva en aceite de oliva lata 85 gr,despensa,1.95,22.94,Kg,2023-01-30,conservas
181,DIA SELECCIÓN MUNDIAL queso brie pieza 200 gr,huevos_lacteos_derivados,1.53,7.65,Kg,2023-01-30,quesos
182,DIA CAFETERÍA cereales solubles bote 200 gr,desayunos,2.8,14.0,Kg,2023-01-30,cafe
183,SAN MIGUEL cerveza pack 12 latas 33 cl,alcoholicas,8.29,2.09,l,2023-01-30,cervezas
184,DIA galletas relieve caja 700 gr,desayunos,1.75,2.5,Kg,2023-01-30,galletas
185,MAHOU 5 ESTRELLAS cerveza lata 50 cl,alcoholicas,1.29,2.58,l,2023-01-30,cervezas
186,Fresón bandeja 500 gr,verduleria,2.99,5.98,Kg,2023-01-30,fruta
187,Patata lavada malla 3 Kg,verduleria,4.22,1.41,Kg,2023-01-30,vegetales
188,DIA ALMAZARA DEL OLIVAR aceite de oliva virgen extra botella 750 ml,despensa,5.01,6.68,l,2023-01-30,aceites
189,BONTE apósitos surtidos caja 30 uds,cuidado_higiene_personal,1.09,1.09,ud,2023-01-30,botiquin
190,HEINEKEN cerveza lata 33 cl,alcoholicas,0.85,2.58,l,2023-01-30,cervezas
191,DIA VEGECAMPO remolacha en rodajas frasco 180 gr,despensa,0.85,4.72,Kg,2023-01-30,conservas
192,KAS naranja lata 33 cl,bebidas,0.69,2.09,l,2023-01-30,refrescos
193,DIA ALMAZARA DEL OLIVAR aceite de orujo de oliva botella 1 lt,despensa,3.77,3.77,l,2023-01-30,aceites
194,"DANONE DANONINO petit suisse fresa pack 6 unidades 50 gr 
",huevos_lacteos_derivados,1.63,5.43,Kg,2023-01-30,yogures
195,DANONE cuajada sin azúcar pack 2 unidades 135 gr,huevos_lacteos_derivados,1.59,5.89,Kg,2023-01-30,postres
196,UBAGO langostillos al natural lata 45 grs,despensa,3.89,86.44,Kg,2023-01-30,conservas
197,CASTILLO DE VELASCO vino tinto botella 75 cl,alcoholicas,1.19,1.59,l,2023-01-30,sangrias
198,CASTILLO DE VELASCO vino blanco botella 75 cl,alcoholicas,1.19,1.59,l,2023-01-30,sangrias
199,NESTEA refresco de té al limón sin azúcar lata 33 cl,bebidas,0.99,3.0,l,2023-01-30,refrescos
200,DIA mini galletas crackers saladas bote 350 gr,snacks,1.35,3.86,Kg,2023-01-30,aperitivos
201,BONTE compresas de incontinencia normal bolsa 24 uds,cuidado_higiene_personal,4.29,0.18,ud,2023-01-30,intimo
202,MILKA chocolate con galleta tableta 300 gr,snacks,2.99,9.97,Kg,2023-01-30,bombones
203,VIÑA ARDANCHE vino tinto DO Navarra botella 75 cl,alcoholicas,1.89,2.52,l,2023-01-30,vinos_tintos
204,DIA VEGECAMPO judías verdes cortadas categoría extra frasco 360 gr ,despensa,1.35,3.75,Kg,2023-01-30,conservas
205,DIA GALLETECA chocoaros de chocolate blanco paquete 150 gr,desayunos,0.79,5.27,Kg,2023-01-30,galletas
206,VIÑA ARDANCHE vino rosado DO Navarra botella 75 cl,alcoholicas,2.19,2.92,l,2023-01-30,vinos_rosados
207,DIA VEGECAMPO tomate triturado lata 780 gr,despensa,1.05,1.35,Kg,2023-01-30,salsas
208,YBARRA salsa ali-oli frasco 225 ml,despensa,1.59,7.07,l,2023-01-30,salsas
209,FANTA naranja zero lata 33 cl,bebidas,0.72,2.18,l,2023-01-30,refrescos
210,FANTA limón zero lata 33 cl,bebidas,0.75,2.27,l,2023-01-30,refrescos
211,BABYSMILE champú infantil clásico bote 750 ml,bebe,2.39,3.19,l,2023-01-30,higiene
212,DIA AL PUNTO tortillas trigo bolsa 8 unidades 320 gr ,internacional,1.49,4.66,Kg,2023-01-30,mejicana
213,MILKA chocolate triolade tableta 280 gr,snacks,3.39,12.11,Kg,2023-01-30,bombones
214,Naranja especial para zumo malla 4 Kg ,verduleria,5.25,1.31,Kg,2023-01-30,fruta
215,ALVINI vermouth rosso botella 1 lt,alcoholicas,2.49,2.49,l,2023-01-30,destilados_licores
216,FACUNDO pipas extra bolsa 100 gr,snacks,1.69,16.9,Kg,2023-01-30,aperitivos
217,DANONE yogur natural pack 4 unidades 120 gr,huevos_lacteos_derivados,1.49,3.1,Kg,2023-01-30,yogures
218,DANONE yogur natural azucarado pack 4 unidades 120 gr,huevos_lacteos_derivados,1.49,3.1,Kg,2023-01-30,yogures
219,"NIVEA crema facial de día hidratante piel normal tarro 50 ml
",cuidado_higiene_personal,6.99,139.8,l,2023-01-30,facial
220,"BONTE gel fijador extra fuerte efecto mojado tubo 200 ml
",cuidado_higiene_personal,1.79,8.95,l,2023-01-30,cabello
221,GULLON zero barquillos de vainilla sin azúcar paquete 180 gr,desayunos,2.09,11.61,Kg,2023-01-30,galletas
222,DIA EL CENCERRO queso tierno light en lonchas envase 200 gr,huevos_lacteos_derivados,2.39,11.95,Kg,2023-01-30,quesos
223,DIA LACTEA yogur con frutas pack 8 unidades 125 gr,huevos_lacteos_derivados,2.45,2.45,Kg,2023-01-30,yogures
224,SOMOSIERRA nata montada congelada tarrina 240 gr ,congelados,1.75,7.29,Kg,2023-01-30,helados
225,STAR pan de pita precocido blister 400 gr,pan,2.25,5.63,Kg,2023-01-30,pan
226,Huevos frescos categoría A clase L estuche 12 uds,huevos_lacteos_derivados,2.21,0.18,ud,2023-01-30,huevos
227,Huevos frescos categoría A clase M estuche 12 uds,huevos_lacteos_derivados,2.02,0.17,ud,2023-01-30,huevos
228,SAN MIGUEL cerveza pack 6 botellas 25 cl,alcoholicas,3.49,2.33,l,2023-01-30,cervezas
229,SAN MIGUEL cerveza lata 33 cl,alcoholicas,0.75,2.27,l,2023-01-30,cervezas
230,MAHOU cerveza clásica pack 6 botellas 25 cl,alcoholicas,3.49,2.33,l,2023-01-30,cervezas
231,Manzana roja unidad (290 gr aprox.),verduleria,0.55,1.91,Kg,2023-01-30,fruta
232,Pera conferencia unidad (230 gr aprox.),verduleria,0.44,1.91,Kg,2023-01-30,fruta
233,Pimiento rojo unidad (600 gr aprox.),verduleria,1.61,2.68,Kg,2023-01-30,fruta
234,Kiwi unidad (220 gr aprox.),verduleria,0.68,3.09,Kg,2023-01-30,fruta
235,Limón unidad (310 gr aprox.),verduleria,0.7,2.25,Kg,2023-01-30,fruta
236,FONT VELLA agua mineral natural botella 1.5 lt,bebidas,0.73,0.49,l,2023-01-30,agua
237,Mandarina unidad (200 gr aprox.),verduleria,0.53,2.63,Kg,2023-01-30,fruta
238,Manzana reineta unidad (280 gr aprox.),verduleria,0.73,2.59,Kg,2023-01-30,fruta
239,Calabacín unidad (790 gr aprox.),verduleria,1.57,1.99,Kg,2023-01-30,vegetales
240,Naranja unidad (400 gr aprox.),verduleria,0.68,1.69,Kg,2023-01-30,fruta
241,Manzana golden unidad (380 gr aprox.),verduleria,0.7,1.85,Kg,2023-01-30,fruta
242,DIASOL aceite refinado de girasol botella 1 lt,despensa,2.34,2.34,l,2023-01-30,aceites
243,DIA ALMAZARA DEL OLIVAR aceite de oliva suave botella 1 lt,despensa,4.76,4.76,l,2023-01-30,aceites
244,DIA ALMAZARA DEL OLIVAR aceite de oliva intenso botella 1 lt,despensa,4.76,4.76,l,2023-01-30,aceites
