,name,category,price,reference_price,reference_unit,insert_date,subcategoria
33,DIA VEGECAMPO menestra de verduras bolsa 1 kg,congelados,1.34,1.34,Kg,2023-02-04,vegetales_cong
34,DIA AL PUNTO mini empanadillas de atún bolsa 400 gr,congelados,1.49,3.73,Kg,2023-02-04,precocinados_cong
35,GALLINA BLANCA sopa de verduras sobre 51 gr,precocinados,0.75,14.71,Kg,2023-02-04,precocinados
36,GALLINA BLANCA tallarines carbonara sobre 144 gr,despensa,2.05,14.34,Kg,2023-02-04,pastas
37,GALLINA BLANCA tallarines parmesana sobre 145 gr,despensa,2.05,14.34,Kg,2023-02-04,pastas
38,NATIVA leche crecimiento original +12 meses envase 1 lt ,bebe,1.79,1.79,l,2023-02-04,alimentacion
39,DIA SNACK MANIAC tiras de maíz bolsa 150 gr ,snacks,0.85,5.67,Kg,2023-02-04,aperitivos
40,MAHOU cerveza clásica botella 1 lt,alcoholicas,1.75,1.75,l,2023-02-04,cervezas
41,LA ESPAÑOLA aceite de oliva suave botella 1 lt,despensa,7.34,7.34,l,2023-02-04,aceites
42,DIA TEMPTATION chocolate negro tableta 100 gr,snacks,0.59,5.9,Kg,2023-02-04,bombones
43,DIA GALLETECA chocoaros de chocolate negro paquete 150 gr,desayunos,0.75,5.0,Kg,2023-02-04,bolleria
44,DIA lejía con detergente botella 2 lt,cuidado_higiene_hogar,1.15,0.58,l,2023-02-04,hogar
45,DIA VEGECAMPO champiñones laminados lata 185 gr,despensa,0.99,5.35,Kg,2023-02-04,conservas
46,NESTLE chocolate con almendras tableta 123 gr,snacks,1.89,15.37,Kg,2023-02-04,bombones
47,MAHOU cerveza clásica pack 12 latas 33 cl,alcoholicas,8.39,2.12,l,2023-02-04,cervezas
48,NESCAFE café descafeinado caja 10 sobres,desayunos,1.59,79.5,Kg,2023-02-04,cafe
49,NESCAFE café soluble descafeinado frasco 100 gr,desayunos,4.49,44.9,Kg,2023-02-04,cafe
50,NESCAFE café soluble natural frasco 100 gr,desayunos,4.49,44.9,Kg,2023-02-04,cafe
51,LA VACA QUE RIE queso fundido light 16 porciones caja 250 gr,huevos_lacteos_derivados,2.78,11.12,Kg,2023-02-04,quesos
52,GALLINA BLANCA sopa de pollo con maravilla sobre 85 gr,precocinados,0.69,8.12,Kg,2023-02-04,precocinados
53,CELTA leche entera envase 1.5 lt,huevos_lacteos_derivados,1.59,1.06,l,2023-02-04,leche
54,"CELTA leche desnatada envase 1,5 lt",huevos_lacteos_derivados,1.59,1.03,l,2023-02-04,leche
55,LA CASERA gaseosa botella 1.5 lt,bebidas,1.15,0.77,l,2023-02-04,refrescos
56,COCA-COLA light botella 2 lt,bebidas,2.19,1.1,l,2023-02-04,refrescos
57,COCA-COLA sin cafeína botella 2 lt,bebidas,2.1,1.05,l,2023-02-04,refrescos
58,DIA SUEÑOS piña en su jugo pack 3 latas 417 gr,despensa,2.65,6.35,Kg,2023-02-04,conservas
59,PATO gel limpiador wc 3 en 1 océano botella 750 ml,cuidado_higiene_hogar,2.59,3.45,l,2023-02-04,bano
60,LUENGO lentenja pardina paquete 500 gr,despensa,1.89,3.78,Kg,2023-02-04,legumbres
61,CACAOLAT batido de chocolate botella 1 lt,huevos_lacteos_derivados,2.4,2.4,l,2023-02-04,leche
62,LAUKI leche desnatada envase 1 lt,huevos_lacteos_derivados,1.12,1.12,l,2023-02-04,leche
63,BABYSMILE toallitas bebé emulsión leche paquete 2 envase 72 ud,bebe,2.99,2.99,ud,2023-02-04,higiene
64,DIA SNACK MANIAC palomitas con sal caja 270 gr,snacks,1.25,4.63,Kg,2023-02-04,aperitivos
65,BONDUELLE maíz dulce pack 3 latas 420 gr ,despensa,3.19,7.6,Kg,2023-02-04,conservas
66,DIA VITAL bebida de soja envase 1 lt,huevos_lacteos_derivados,1.05,1.05,l,2023-02-04,leche
67,DIA cacao en polvo bolsa 400 gr,desayunos,1.95,4.88,Kg,2023-02-04,cacao
68,SANTA ANA patatas fritas cartucho bolsa 270 gr,snacks,2.99,11.07,Kg,2023-02-04,aperitivos
69,DANONE ACTIVIA bífidus natural 0% M.G pack 4 unidades 120 gr,huevos_lacteos_derivados,2.69,5.6,Kg,2023-02-04,yogures
70,TAMPAX Compak tampón super caja 20 uds,cuidado_higiene_personal,4.06,0.2,ud,2023-02-04,intimo
71,TAMPAX Compak tampón regular caja 22 uds,cuidado_higiene_personal,4.06,0.18,ud,2023-02-04,intimo
72,GRAND ASTORIA cava brut nature botella 75 cl,alcoholicas,3.99,5.32,l,2023-02-04,destilados_licores
73,GRAND ASTORIA cava semiseco botella 75 cl,alcoholicas,2.49,3.32,l,2023-02-04,destilados_licores
74,DIA CAPRICHOSO flan de huevo pack 4 unidades 100 gr,huevos_lacteos_derivados,1.35,3.38,Kg,2023-02-04,postres
75,DIA MARI MARINERA palitos de surimi ultracongelados MSC envase 450 gr,congelados,1.99,4.42,Kg,2023-02-04,pescaderia_cong
76,Barra de pan panadera 275 gr,pan,0.72,2.62,Kg,2023-02-04,pan
77,WILLIAM LAWSONS whisky botella 70 cl,alcoholicas,9.99,14.27,l,2023-02-04,destilados_licores
78,DIA AL DIANTE estrellas paquete 500 gr,despensa,0.85,1.7,Kg,2023-02-04,pastas
79,NESTLE cereales fitness chocolate paquete 375 gr,desayunos,3.59,9.57,Kg,2023-02-04,cereales
80,SELECCIÓN DE DIA jamoncitos de pollo familiar bandeja (peso aprox. 1.3 Kg),carniceria,6.1,4.69,Kg,2023-02-04,aves
81,AMBI PUR ambientador eléctrico aroma aire fresco recambio 1 ud,cuidado_higiene_hogar,4.15,4.15,ud,2023-02-04,ambientadores_insecticidas
82,NESTLE helado maxibon nata caja 4 uds 384 gr,congelados,4.99,12.23,Kg,2023-02-04,helados
83,DIA MARI MARINERA filetes de bacalao MSC envase 400 gr,congelados,5.59,13.98,Kg,2023-02-04,pescaderia_cong
84,VIÑA TABORA vino tinto de la tierra de extremadura caja 3 lt,alcoholicas,4.89,1.63,l,2023-02-04,vinos_tintos
85,DIA SUEÑOS rodajas de piña en su jugo lata 490 gr,despensa,2.2,4.49,Kg,2023-02-04,conservas
86,DIA GALLETECA jaffa cake de naranja caja 300 gr,desayunos,1.55,5.17,Kg,2023-02-04,galletas
87,COLACAO batido cacao energy pack 3 botellas 200 ml,huevos_lacteos_derivados,2.19,3.65,l,2023-02-04,leche
88,NESTEA refresco de té al limón lata 33 cl,bebidas,0.9,2.73,l,2023-02-04,refrescos
89,DIA LACTEA yogur sabor fresa pack 4 unidades 125 gr,huevos_lacteos_derivados,0.79,1.58,Kg,2023-02-04,yogures
90,DIA VEGECAMPO guindillas en vinagre frasco 120 gr,snacks,1.2,10.0,Kg,2023-02-04,aperitivos
91,"ULTIMA alimento para perros mini bolsa 1,5 kg",mascotas,6.95,4.63,Kg,2023-02-04,perros
92,AQUARIUS bebida refrescante de limón lata 33 cl,bebidas,0.85,2.58,l,2023-02-04,isotonicas_energeticas
93,PEPSI Max zero botella 1.75 lt,bebidas,1.69,0.97,l,2023-02-04,refrescos
94,PEPSI Max zero lata 33 cl,bebidas,0.75,2.27,l,2023-02-04,refrescos
95,DIA MARI MARINERA anillas de calamar a la romana bolsa 400 gr,congelados,3.59,8.98,Kg,2023-02-04,pescaderia_cong
96,GALLINA BLANCA sopa de ternera con estrellitas sobre 74 gr,precocinados,0.69,9.32,Kg,2023-02-04,precocinados
97,DIA RAMBLERS cerveza lager botella 1 lt,alcoholicas,1.05,1.05,l,2023-02-04,cervezas
98,PHILADELPHIA queso para untar finas hierbas tarrina 150 gr ,huevos_lacteos_derivados,2.39,15.93,Kg,2023-02-04,quesos
99,ROYAL preparado para pastel fresco sabor limón caja 103 gr,huevos_lacteos_derivados,1.6,15.53,Kg,2023-02-04,postres
100,EL MOLINO DE DIA pan tostado normal paquete 270 gr,pan,0.99,3.67,Kg,2023-02-04,pan_tostado
101,EL MOLINO DE DIA pan tostado integral paquete 270 gr,pan,1.35,5.0,Kg,2023-02-04,pan_tostado
102,DIA HOLA COLA refresco de cola lata 33 cl,bebidas,0.37,1.12,l,2023-02-04,refrescos
103,AMSTEL cerveza lata 33 cl,alcoholicas,0.75,2.27,l,2023-02-04,cervezas
104,EL MOLINO DE DIA picos de pan bolsa 250 gr,pan,0.59,2.36,Kg,2023-02-04,pan
105,DIA GALLETECA bizcochos con huevo paquete 400 gr,desayunos,1.45,3.62,Kg,2023-02-04,bolleria
106,DIA VEGECAMPO tomate entero pelado lata 480 gr,despensa,1.25,2.6,Kg,2023-02-04,salsas
107,MAHOU 5 ESTRELLAS cerveza pack 12 botellas 25 cl,alcoholicas,8.19,2.73,l,2023-02-04,cervezas
108,DIA LACTEA yogur desnatado 0% con frutas pack 8 unidades 125 gr,huevos_lacteos_derivados,2.25,2.25,Kg,2023-02-04,yogures
109,Patata unidad (600 gr aprox.),verduleria,1.03,1.72,Kg,2023-02-04,vegetales
110,ASTURIANA nata azucarada spray 250 ml,huevos_lacteos_derivados,2.75,11.0,l,2023-02-04,leche
111,ASTURIANA leche semidesnatada botella 1.5 lt,huevos_lacteos_derivados,1.78,1.19,l,2023-02-04,leche
112,DIA MARI MARINERA sardinillas en escabeche lata 62 gr,despensa,0.85,13.71,Kg,2023-02-04,conservas
113,DIA MARI MARINERA sardinillas en tomate lata 62 gr,despensa,0.85,13.71,Kg,2023-02-04,conservas
114,DIA ARROZONA arroz largo de 1ª categoría paquete 1 Kg,despensa,1.49,1.49,Kg,2023-02-04,arroz
115,DIA sangría botella 1.5 lt,alcoholicas,1.65,1.1,l,2023-02-04,sangrias
116,DIA LACTEA leche condensada bote 1 Kg,huevos_lacteos_derivados,3.99,3.99,Kg,2023-02-04,leche
117,CACIQUE ron añejo botella 70 cl,alcoholicas,13.99,19.99,l,2023-02-04,destilados_licores
118,DIA CAFETERÍA café molido 100% Colombia paquete 250 gr,desayunos,3.49,13.96,Kg,2023-02-04,cafe
119,DIA MARI MARINERA sardinas en aceite de girasol lata 85 gr,despensa,0.85,10.0,Kg,2023-02-04,conservas
120,DIA MARI MARINERA sardinas en tomate lata 85 gr,despensa,0.85,10.0,Kg,2023-02-04,conservas
121,DIA estropajo salvauñas fibra verde paquete 4 uds,cuidado_higiene_hogar,0.99,0.25,ud,2023-02-04,limpieza
122,DIA estropajo salvauñas fibra blanca para baño paquete 2 uds,cuidado_higiene_hogar,1.05,0.53,ud,2023-02-04,limpieza
123,MAHOU 5 ESTRELLAS cerveza pack 12 latas 33 cl,alcoholicas,9.72,2.45,l,2023-02-04,cervezas
124,CARRETILLA espárrago blanco extra 7/12 lata 150 gr,despensa,2.85,19.0,Kg,2023-02-04,conservas
125,MAHOU MIXTA cerveza con limón lata 33 cl,bebidas,0.79,2.39,l,2023-02-04,refrescos
126,DIA AL DIANTE fideúa paquete 500 gr,despensa,0.83,1.66,Kg,2023-02-04,pastas
127,DIA ICEBERG caramelos sabor mentol y limón bolsa 300 gr,snacks,2.15,7.17,Kg,2023-02-04,golosinas
128,SELECCIÓN DE DIA pollo limpio entero unidad (peso aprox. 2.15 Kg),carniceria,7.2,3.35,Kg,2023-02-04,aves
129,PRESIDENT crema de queso camembert tarrina 125 gr ,huevos_lacteos_derivados,1.87,14.96,Kg,2023-02-04,quesos
130,ROYAL preparado para flan contiene caramelo líquido caja 233 gr ,huevos_lacteos_derivados,2.25,9.68,Kg,2023-02-04,postres
131,DANONE DANACOL yogur líquido fresa pack 6 unidades 100 g,huevos_lacteos_derivados,4.49,7.48,Kg,2023-02-04,yogures
132,DIA AL PUNTO albóndigas lata 415 gr ,despensa,1.7,4.05,Kg,2023-02-04,conservas
133,"LIPOSAN protector labial cuidado clásico envase 1 ud 
",cuidado_higiene_personal,2.59,2.59,ud,2023-02-04,facial
134,"UBAGO filetes de caballa del sur en aceite de girasol lata 65 gr
",despensa,1.35,20.77,Kg,2023-02-04,conservas
135,YBARRA mayonesa frasco 400 ml,despensa,2.19,5.48,l,2023-02-04,salsas
136,"DANONE DANONINO maxi petit fresa y plátano pack 4 unidades 100 gr
",huevos_lacteos_derivados,2.11,5.27,Kg,2023-02-04,yogures
137,BONTE compresa de noche ultra con alas bolsa 10 ud,cuidado_higiene_personal,1.5,0.15,ud,2023-02-04,intimo
138,NESQUIK chocolate con leche tableta 100 gr,snacks,1.59,15.9,Kg,2023-02-04,bombones
139,BAILEYS licor de crema whisky original botella 70 cl,alcoholicas,13.99,19.99,l,2023-02-04,destilados_licores
140,COLGATE pasta dentífrica triple acción con flúor tubo 75 ml,cuidado_higiene_personal,1.99,26.53,l,2023-02-04,bucal
141,COCA-COLA clásica botella 1.25 lt,bebidas,1.49,1.19,l,2023-02-04,refrescos
142,Patata roja malla 2 kg,verduleria,2.68,1.34,Kg,2023-02-04,vegetales
143,PEPSI clásica lata 33 cl,bebidas,0.75,2.27,l,2023-02-04,refrescos
144,PEPSI clásica botella 1.75 lt,bebidas,1.69,0.97,l,2023-02-04,refrescos
145,DIA MARI MARINERA sardinas en aceite de oliva lata 85 gr,despensa,0.89,10.47,Kg,2023-02-04,conservas
146,KINDER Happy hippo snack 5 unidades caja 104 gr,snacks,2.69,25.87,Kg,2023-02-04,bombones
147,MAHOU MIXTA cerveza con limón pack 6 botellas 25 cl ,bebidas,3.59,2.39,l,2023-02-04,refrescos
148,DIA HOLA COLA refresco de cola botella 2 lt,bebidas,0.95,0.48,l,2023-02-04,refrescos
149,VELARTE barritas de pan artesanas con pipas bolsa 80 gr ,pan,1.05,13.13,Kg,2023-02-04,pan
150,DIA GRANDIA cereales copos de arroz y trigo integral con frutos rojos paquete 300 gr,desayunos,1.99,6.63,Kg,2023-02-04,cereales
151,DIA VEGECAMPO alcachofa troceada bolsa 400 gr,congelados,2.59,6.48,Kg,2023-02-04,vegetales_cong
152,MAHOU cerveza sin alcohol pack 6 botellas 25 cl,alcoholicas,2.77,1.85,l,2023-02-04,cervezas
153,DIA GALLETECA galletas digestive con chocolate paquete 300 gr,desayunos,1.29,4.3,Kg,2023-02-04,galletas
154,SUGUS caramelos masticables multifrutas bolsa 150 gr,snacks,2.35,15.67,Kg,2023-02-04,golosinas
155,DIA fusilli 3 quesos con finas hierbas sobre 145 gr,despensa,1.25,8.62,Kg,2023-02-04,pastas
156,DIA GRANDIA copos de arroz y trigo integral con chocolate paquete 300 gr,desayunos,1.99,6.63,Kg,2023-02-04,cereales
157,DIA VEGECAMPO tomate frito frasco 550 gr,despensa,1.19,2.16,Kg,2023-02-04,salsas
158,DIA VEGECAMPO tomate troceado lata 390 gr,despensa,0.89,2.28,Kg,2023-02-04,salsas
159,DIA HOLA COLA refresco de cola sin cafeína botella 2 lt,bebidas,0.95,0.48,l,2023-02-04,refrescos
160,ARTIACH barquillo relleno de nata paquete 210 gr,desayunos,2.19,10.43,Kg,2023-02-04,galletas
161,SELECCIÓN DE DIA solomillo de cerdo (peso aprox. 800 gr),carniceria,6.15,7.69,Kg,2023-02-04,cerdo
162,Copa chocolate con nata 200 gr,huevos_lacteos_derivados,0.49,2.45,Kg,2023-02-04,postres
163,DIA TEMPTATION chocolate negro sin azúcares añadidos tableta 100 gr,snacks,1.15,11.5,Kg,2023-02-04,bombones
164,Judía verde malla 500 gr,verduleria,2.25,4.5,Kg,2023-02-04,vegetales
165,Zanahoria bolsa 1 Kg,verduleria,0.95,0.95,Kg,2023-02-04,vegetales
166,Cogollos bandeja 3 uds,verduleria,1.2,0.4,ud,2023-02-04,vegetales
167,Naranjas de mesa malla 2 Kg,verduleria,2.89,1.45,Kg,2023-02-04,fruta
168,Plátano de Canarias bolsa (1.3 Kg aprox.),verduleria,1.95,1.5,Kg,2023-02-04,fruta
169,RUFFLES patatas fritas onduladas original bolsa 160 gr,snacks,1.79,11.19,Kg,2023-02-04,aperitivos
170,RUFFLES patatas fritas onduladas sabor a jamón bolsa 150 gr,snacks,1.95,13.0,Kg,2023-02-04,aperitivos
171,DORITOS tex-mex bolsa 140 gr ,snacks,1.95,13.93,Kg,2023-02-04,aperitivos
172,CHEETOS drakis pandilla bolsa 75 gr,snacks,1.79,23.87,Kg,2023-02-04,aperitivos
173,FRITOS sabor barbacoa bolsa 146 gr,snacks,1.79,12.26,Kg,2023-02-04,aperitivos
174,LAY'S bocabits bolsa 84 gr,snacks,1.75,20.83,Kg,2023-02-04,aperitivos
175,LAY'S patatas fritas al punto de sal bolsa 160 gr,snacks,1.79,11.19,Kg,2023-02-04,aperitivos
176,DIA MARI MARINERA melva en aceite de oliva lata 85 gr,despensa,1.95,22.94,Kg,2023-02-04,conservas
177,DIA SELECCIÓN MUNDIAL queso brie pieza 200 gr,huevos_lacteos_derivados,1.69,8.45,Kg,2023-02-04,quesos
178,DIA CAFETERÍA cereales solubles bote 200 gr,desayunos,2.75,13.75,Kg,2023-02-04,cafe
179,SAN MIGUEL cerveza pack 12 latas 33 cl,alcoholicas,7.99,2.02,l,2023-02-04,cervezas
180,DIA galletas relieve caja 700 gr,desayunos,1.69,2.41,Kg,2023-02-04,galletas
181,MAHOU 5 ESTRELLAS cerveza lata 50 cl,alcoholicas,1.11,2.22,l,2023-02-04,cervezas
182,Patata lavada malla 3 Kg,verduleria,4.22,1.41,Kg,2023-02-04,vegetales
183,DIA ALMAZARA DEL OLIVAR aceite de oliva virgen extra botella 750 ml,despensa,5.11,6.81,l,2023-02-04,aceites
184,BONTE apósitos surtidos caja 30 uds,cuidado_higiene_personal,1.05,1.05,ud,2023-02-04,botiquin
185,HEINEKEN cerveza lata 33 cl,alcoholicas,0.85,2.58,l,2023-02-04,cervezas
186,DIA VEGECAMPO remolacha en rodajas frasco 180 gr,despensa,0.79,4.39,Kg,2023-02-04,conservas
187,KAS naranja lata 33 cl,bebidas,0.65,1.97,l,2023-02-04,refrescos
188,DIA ALMAZARA DEL OLIVAR aceite de orujo de oliva botella 1 lt,despensa,3.71,3.71,l,2023-02-04,aceites
189,"DANONE DANONINO petit suisse fresa pack 6 unidades 50 gr 
",huevos_lacteos_derivados,1.43,4.77,Kg,2023-02-04,yogures
190,DANONE cuajada sin azúcar pack 2 unidades 135 gr,huevos_lacteos_derivados,1.49,5.52,Kg,2023-02-04,postres
191,UBAGO langostillos al natural lata 45 grs,despensa,3.85,85.56,Kg,2023-02-04,conservas
192,CASTILLO DE VELASCO vino tinto botella 75 cl,alcoholicas,1.19,1.59,l,2023-02-04,sangrias
193,CASTILLO DE VELASCO vino blanco botella 75 cl,alcoholicas,1.19,1.59,l,2023-02-04,sangrias
194,NESTEA refresco de té al limón sin azúcar lata 33 cl,bebidas,0.9,2.73,l,2023-02-04,refrescos
195,DIA mini galletas crackers saladas bote 350 gr,snacks,1.29,3.69,Kg,2023-02-04,aperitivos
196,BONTE compresas de incontinencia normal bolsa 24 uds,cuidado_higiene_personal,4.25,0.18,ud,2023-02-04,intimo
197,MILKA chocolate con galleta tableta 300 gr,snacks,2.95,9.83,Kg,2023-02-04,bombones
198,VIÑA ARDANCHE vino tinto DO Navarra botella 75 cl,alcoholicas,1.99,2.65,l,2023-02-04,vinos_tintos
199,DIA VEGECAMPO judías verdes cortadas categoría extra frasco 360 gr ,despensa,1.35,3.75,Kg,2023-02-04,conservas
200,DIA GALLETECA chocoaros de chocolate blanco paquete 150 gr,desayunos,0.75,5.0,Kg,2023-02-04,galletas
201,VIÑA ARDANCHE vino rosado DO Navarra botella 75 cl,alcoholicas,2.15,2.87,l,2023-02-04,vinos_rosados
202,DIA VEGECAMPO tomate triturado lata 780 gr,despensa,1.05,1.35,Kg,2023-02-04,salsas
203,YBARRA salsa ali-oli frasco 225 ml,despensa,1.55,6.89,l,2023-02-04,salsas
204,FANTA naranja zero lata 33 cl,bebidas,0.7,2.12,l,2023-02-04,refrescos
205,FANTA limón zero lata 33 cl,bebidas,0.7,2.12,l,2023-02-04,refrescos
206,BABYSMILE champú infantil clásico bote 750 ml,bebe,2.39,3.19,l,2023-02-04,higiene
207,SEÑORIO DE ONDAS vino tinto  DO Rioja botella 75 cl,alcoholicas,2.4,3.2,l,2023-02-04,vinos_tintos
208,DIA AL PUNTO tortillas trigo bolsa 8 unidades 320 gr ,internacional,1.45,4.53,Kg,2023-02-04,mejicana
209,MILKA chocolate triolade tableta 280 gr,snacks,3.05,10.89,Kg,2023-02-04,bombones
210,Naranja especial para zumo malla 4 Kg ,verduleria,5.25,1.31,Kg,2023-02-04,fruta
211,ALVINI vermouth rosso botella 1 lt,alcoholicas,2.45,2.45,l,2023-02-04,destilados_licores
212,FACUNDO pipas extra bolsa 100 gr,snacks,1.65,16.5,Kg,2023-02-04,aperitivos
213,DANONE yogur natural pack 4 unidades 120 gr,huevos_lacteos_derivados,1.0,2.08,Kg,2023-02-04,yogures
214,DANONE yogur natural azucarado pack 4 unidades 120 gr,huevos_lacteos_derivados,1.0,2.08,Kg,2023-02-04,yogures
215,"NIVEA crema facial de día hidratante piel normal tarro 50 ml
",cuidado_higiene_personal,6.99,139.8,l,2023-02-04,facial
216,"BONTE gel fijador extra fuerte efecto mojado tubo 200 ml
",cuidado_higiene_personal,1.79,8.95,l,2023-02-04,cabello
217,GULLON zero barquillos de vainilla sin azúcar paquete 180 gr,desayunos,2.05,11.39,Kg,2023-02-04,galletas
218,DIA EL CENCERRO queso tierno light en lonchas envase 200 gr,huevos_lacteos_derivados,2.35,11.75,Kg,2023-02-04,quesos
219,DIA LACTEA yogur con frutas pack 8 unidades 125 gr,huevos_lacteos_derivados,2.39,2.39,Kg,2023-02-04,yogures
220,SOMOSIERRA nata montada congelada tarrina 240 gr ,congelados,1.65,6.88,Kg,2023-02-04,helados
221,STAR pan de pita precocido blister 400 gr,pan,2.19,5.48,Kg,2023-02-04,pan
222,Huevos frescos categoría A clase L estuche 12 uds,huevos_lacteos_derivados,2.21,0.18,ud,2023-02-04,huevos
223,Huevos frescos categoría A clase M estuche 12 uds,huevos_lacteos_derivados,2.02,0.17,ud,2023-02-04,huevos
224,SAN MIGUEL cerveza pack 6 botellas 25 cl,alcoholicas,3.36,2.24,l,2023-02-04,cervezas
225,SAN MIGUEL cerveza lata 33 cl,alcoholicas,0.69,2.09,l,2023-02-04,cervezas
226,Manzana roja unidad (290 gr aprox.),verduleria,0.55,1.91,Kg,2023-02-04,fruta
227,Pera conferencia unidad (230 gr aprox.),verduleria,0.44,1.91,Kg,2023-02-04,fruta
228,Pimiento rojo unidad (600 gr aprox.),verduleria,1.61,2.68,Kg,2023-02-04,fruta
229,Kiwi unidad (220 gr aprox.),verduleria,0.66,2.99,Kg,2023-02-04,fruta
230,Limón unidad (310 gr aprox.),verduleria,0.68,2.19,Kg,2023-02-04,fruta
231,FONT VELLA agua mineral natural botella 1.5 lt,bebidas,0.73,0.49,l,2023-02-04,agua
232,Mandarina unidad (200 gr aprox.),verduleria,0.52,2.58,Kg,2023-02-04,fruta
233,Calabacín unidad (790 gr aprox.),verduleria,1.57,1.99,Kg,2023-02-04,vegetales
234,Naranja unidad (400 gr aprox.),verduleria,0.66,1.65,Kg,2023-02-04,fruta
235,Manzana golden unidad (380 gr aprox.),verduleria,0.68,1.79,Kg,2023-02-04,fruta
236,DIASOL aceite refinado de girasol botella 1 lt,despensa,2.34,2.34,l,2023-02-04,aceites
237,DIA ALMAZARA DEL OLIVAR aceite de oliva suave botella 1 lt,despensa,4.76,4.76,l,2023-02-04,aceites
238,DIA ALMAZARA DEL OLIVAR aceite de oliva intenso botella 1 lt,despensa,4.76,4.76,l,2023-02-04,aceites
239,Tomate en rama unidad (240 gr aprox.),verduleria,0.55,2.29,Kg,2023-02-04,fruta
240,Tomate ensalada unidad (380 gr aprox.),verduleria,0.87,2.28,Kg,2023-02-04,fruta
241,Tomate canario unidad (250 gr aprox.),verduleria,0.5,1.99,Kg,2023-02-04,fruta
242,Pimiento italiano unidad (200 gr aprox.),verduleria,0.5,2.49,Kg,2023-02-04,fruta
243,DIA RAMBLERS cerveza lager pack 6 botellas 25 cl,alcoholicas,2.1,1.4,l,2023-02-04,cervezas
244,DIA ARROZONA arroz extra paquete 1 Kg,despensa,1.39,1.39,Kg,2023-02-04,arroz
